Times;CH3 CH 3;CH4 CH 4;CH5 CH 5;CH6 CH 6;CH7 CH 7;CH8 CH 8
8.678 600 ms;0;0;0;0;0;0
8.681 470 ms;0;0;0;0;1;0
8.682 200 ms;0;0;1;0;1;0
8.684 360 ms;0;0;1;0;0;0
8.685 080 ms;0;0;0;0;0;0
8.742 930 ms;0;0;0;0;1;0
8.743 660 ms;0;0;1;0;1;0
8.745 620 ms;0;0;1;0;0;0
8.746 340 ms;0;0;0;0;0;0
8.767 740 ms;0;0;0;0;1;0
8.768 470 ms;0;0;1;0;1;0
8.770 630 ms;0;0;1;0;0;0
8.771 350 ms;0;0;0;0;0;0
8.854 000 ms;0;0;0;0;1;0
8.854 730 ms;0;0;1;0;1;0
8.856 900 ms;0;0;1;0;0;0
8.857 610 ms;0;0;0;0;0;0
8.940 270 ms;0;0;0;0;1;0
8.941 000 ms;0;0;1;0;1;0
8.943 170 ms;0;0;1;0;0;0
8.943 880 ms;0;0;0;0;0;0
8.949 980 ms;0;0;0;0;1;0
8.950 710 ms;0;0;1;0;1;0
8.950 770 ms;1;0;1;0;1;0
8.954 940 ms;1;0;1;0;0;0
8.955 660 ms;1;0;0;0;0;0
8.955 720 ms;0;0;0;0;0;0
9.026 540 ms;0;0;0;0;1;0
9.027 270 ms;0;0;1;0;1;0
9.029 430 ms;0;0;1;0;0;0
9.030 140 ms;0;0;0;0;0;0
9.112 810 ms;0;0;0;0;1;0
9.113 540 ms;0;0;1;0;1;0
9.115 700 ms;0;0;1;0;0;0
9.116 410 ms;0;0;0;0;0;0
9.130 060 ms;0;0;0;0;1;0
9.130 790 ms;0;0;1;0;1;0
9.132 950 ms;0;0;1;0;0;0
9.133 670 ms;0;0;0;0;0;0
9.227 120 ms;0;0;0;0;1;0
9.227 850 ms;0;0;1;0;1;0
9.227 910 ms;1;0;1;0;1;0
9.232 100 ms;1;0;1;0;0;0
9.232 810 ms;1;0;0;0;0;0
9.232 870 ms;0;0;0;0;0;0
9.268 080 ms;0;0;0;0;1;0
9.268 810 ms;0;0;1;0;1;0
9.270 970 ms;0;0;1;0;0;0
9.271 690 ms;0;0;0;0;0;0
9.315 460 ms;0;0;0;0;1;0
9.316 190 ms;0;0;1;0;1;0
9.318 150 ms;0;0;1;0;0;0
9.318 860 ms;0;0;0;0;0;0
9.371 600 ms;0;0;0;0;1;0
9.372 330 ms;0;0;1;0;1;0
9.374 500 ms;0;0;1;0;0;0
9.375 210 ms;0;0;0;0;0;0
9.457 870 ms;0;0;0;0;1;0
9.458 600 ms;0;0;1;0;1;0
9.460 760 ms;0;0;1;0;0;0
9.461 470 ms;0;0;0;0;0;0
9.504 260 ms;0;0;0;0;1;0
9.504 990 ms;0;0;1;0;1;0
9.505 050 ms;1;0;1;0;1;0
9.511 580 ms;1;0;1;0;0;0
9.512 290 ms;1;0;0;0;0;0
9.512 350 ms;0;0;0;0;0;0
9.544 140 ms;0;0;0;0;1;0
9.544 860 ms;0;0;1;0;1;0
9.547 030 ms;0;0;1;0;0;0
9.547 740 ms;0;0;0;0;0;0
9.570 020 ms;0;0;0;0;1;0
9.570 750 ms;0;0;1;0;1;0
9.572 910 ms;0;0;1;0;0;0
9.573 620 ms;0;0;0;0;0;0
9.647 650 ms;0;0;0;0;1;0
9.648 380 ms;0;0;1;0;1;0
9.650 550 ms;0;0;1;0;0;0
9.651 260 ms;0;0;0;0;0;0
9.759 800 ms;0;0;0;0;1;0
9.760 530 ms;0;0;1;0;1;0
9.762 690 ms;0;0;1;0;0;0
9.763 410 ms;0;0;0;0;0;0
9.767 330 ms;0;0;0;0;1;0
9.768 060 ms;0;0;1;0;1;0
9.768 090 ms;0;1;1;0;1;0
9.770 940 ms;0;1;1;0;0;0
9.771 650 ms;0;1;0;0;0;0
9.771 680 ms;0;0;0;0;0;0
9.781 400 ms;0;0;0;0;1;0
9.782 130 ms;0;0;1;0;1;0
9.782 190 ms;1;0;1;0;1;0
9.788 730 ms;1;0;1;0;0;0
9.789 450 ms;1;0;0;0;0;0
9.789 510 ms;0;0;0;0;0;0
9.820 190 ms;0;0;0;0;1;0
9.820 920 ms;0;0;1;0;1;0
9.823 080 ms;0;0;1;0;0;0
9.823 790 ms;0;0;0;0;0;0
9.829 100 ms;0;0;0;0;1;0
9.829 830 ms;0;0;1;0;1;0
9.829 860 ms;0;1;1;0;1;0
9.835 180 ms;0;1;1;0;0;0
9.835 890 ms;0;1;0;0;0;0
9.835 930 ms;0;0;0;0;0;0
9.837 400 ms;0;0;0;0;1;0
9.838 120 ms;0;0;1;0;1;0
9.838 160 ms;0;1;1;0;1;0
9.851 810 ms;0;1;1;0;0;0
9.852 520 ms;0;1;0;0;0;0
9.852 550 ms;0;0;0;0;0;0
9.854 020 ms;0;0;0;0;1;0
9.854 780 ms;0;1;0;0;1;0
9.854 810 ms;1;1;0;0;1;0
9.887 760 ms;1;1;0;0;1;1
9.887 970 ms;1;1;0;0;0;1
9.888 690 ms;1;1;1;0;0;1
9.888 720 ms;1;0;1;0;0;1
9.888 750 ms;0;0;1;0;0;1
9.890 450 ms;0;0;1;0;0;0
9.890 650 ms;0;0;1;0;1;0
9.891 360 ms;0;0;0;0;1;0
9.891 390 ms;0;1;0;0;1;0
9.891 410 ms;1;1;0;0;1;0
9.975 240 ms;1;1;0;0;1;1
9.975 450 ms;1;1;0;0;0;1
9.976 170 ms;1;1;1;0;0;1
9.976 210 ms;1;0;1;0;0;1
9.976 230 ms;0;0;1;0;0;1
9.978 130 ms;0;0;1;0;0;0
9.978 320 ms;0;0;1;0;1;0
9.979 050 ms;0;0;0;0;1;0
9.979 070 ms;0;1;0;0;1;0
9.979 090 ms;1;1;0;0;1;0
9.992 490 ms;1;1;0;0;1;1
9.992 700 ms;1;1;0;0;0;1
9.993 420 ms;1;1;1;0;0;1
9.993 460 ms;1;0;1;0;0;1
9.993 490 ms;0;0;1;0;0;1
9.995 380 ms;0;0;1;0;0;0
9.995 580 ms;0;0;1;0;1;0
9.996 300 ms;0;0;0;0;1;0
9.996 320 ms;0;1;0;0;1;0
9.996 340 ms;1;1;0;0;1;0
10.010 760 ms;1;1;0;0;1;1
10.010 970 ms;1;1;0;0;0;1
10.011 690 ms;1;1;1;0;0;1
10.011 760 ms;0;1;1;0;0;1
10.013 720 ms;0;1;1;0;0;0
10.013 920 ms;0;1;1;0;1;0
10.014 640 ms;0;1;0;0;1;0
10.014 690 ms;1;1;0;0;1;0
10.058 300 ms;1;1;0;0;1;1
10.058 520 ms;1;1;0;0;0;1
10.059 230 ms;1;1;1;0;0;1
10.059 280 ms;1;0;1;0;0;1
10.063 600 ms;1;0;1;0;0;0
10.063 790 ms;1;0;1;0;1;0
10.064 510 ms;1;0;0;0;1;0
10.064 540 ms;1;1;0;0;1;0
10.107 780 ms;1;1;0;0;1;1
10.107 990 ms;1;1;0;0;0;1
10.108 710 ms;1;1;1;0;0;1
10.108 780 ms;0;1;1;0;0;1
10.110 100 ms;0;1;1;0;0;0
10.110 290 ms;0;1;1;0;1;0
10.111 020 ms;0;1;0;0;1;0
10.111 070 ms;1;1;0;0;1;0
10.133 810 ms;1;1;0;0;0;0
10.134 560 ms;1;0;0;0;0;0
10.134 580 ms;0;0;0;0;0;0
10.148 000 ms;0;0;0;0;1;0
10.148 730 ms;0;0;1;0;1;0
10.150 900 ms;0;0;1;0;0;0
10.151 610 ms;0;0;0;0;0;0
10.234 270 ms;0;0;0;0;1;0
10.235 000 ms;0;0;1;0;1;0
10.237 160 ms;0;0;1;0;0;0
10.237 870 ms;0;0;0;0;0;0
10.320 540 ms;0;0;0;0;1;0
10.321 270 ms;0;0;1;0;1;0
10.323 420 ms;0;0;1;0;0;0
10.324 140 ms;0;0;0;0;0;0
10.335 680 ms;0;0;0;0;1;0
10.336 400 ms;0;0;1;0;1;0
10.336 460 ms;1;0;1;0;1;0
10.340 650 ms;1;0;1;0;0;0
10.341 370 ms;1;0;0;0;0;0
10.341 430 ms;0;0;0;0;0;0
10.406 800 ms;0;0;0;0;1;0
10.407 530 ms;0;0;1;0;1;0
10.409 700 ms;0;0;1;0;0;0
10.410 410 ms;0;0;0;0;0;0
10.460 520 ms;0;0;0;0;1;0
10.461 250 ms;0;0;1;0;1;0
10.463 210 ms;0;0;1;0;0;0
10.463 920 ms;0;0;0;0;0;0
10.493 070 ms;0;0;0;0;1;0
10.493 800 ms;0;0;1;0;1;0
10.495 960 ms;0;0;1;0;0;0
10.496 670 ms;0;0;0;0;0;0
10.579 340 ms;0;0;0;0;1;0
10.580 060 ms;0;0;1;0;1;0
10.582 000 ms;0;0;1;0;0;0
10.582 710 ms;0;0;0;0;0;0
10.612 810 ms;0;0;0;0;1;0
10.613 540 ms;0;0;1;0;1;0
10.613 600 ms;1;0;1;0;1;0
10.617 780 ms;1;0;1;0;0;0
10.618 490 ms;1;0;0;0;0;0
10.618 550 ms;0;0;0;0;0;0
10.889 950 ms;0;0;0;0;1;0
10.890 680 ms;0;0;1;0;1;0
10.890 740 ms;1;0;1;0;1;0
10.894 930 ms;1;0;1;0;0;0
10.895 640 ms;1;0;0;0;0;0
10.895 700 ms;0;0;0;0;0;0
11.033 050 ms;0;0;0;0;1;0
11.033 780 ms;0;0;1;0;1;0
11.035 740 ms;0;0;1;0;0;0
11.036 450 ms;0;0;0;0;0;0
11.167 090 ms;0;0;0;0;1;0
11.167 810 ms;0;0;1;0;1;0
11.167 880 ms;1;0;1;0;1;0
11.172 050 ms;1;0;1;0;0;0
11.172 760 ms;1;0;0;0;0;0
11.172 820 ms;0;0;0;0;0;0
11.214 460 ms;0;0;0;0;1;0
11.215 190 ms;0;0;1;0;1;0
11.215 220 ms;0;1;1;0;1;0
11.217 590 ms;0;1;1;0;0;0
11.218 300 ms;0;1;0;0;0;0
11.218 330 ms;0;0;0;0;0;0
11.284 880 ms;0;0;0;0;1;0
11.285 610 ms;0;0;1;0;1;0
11.285 630 ms;0;1;1;0;1;0
11.287 210 ms;0;1;1;0;0;0
11.287 920 ms;0;1;0;0;0;0
11.287 960 ms;0;0;0;0;0;0
11.444 230 ms;0;0;0;0;1;0
11.444 960 ms;0;0;1;0;1;0
11.445 010 ms;1;0;1;0;1;0
11.449 200 ms;1;0;1;0;0;0
11.449 920 ms;1;0;0;0;0;0
11.449 980 ms;0;0;0;0;0;0
11.605 580 ms;0;0;0;0;1;0
11.606 300 ms;0;0;1;0;1;0
11.608 270 ms;0;0;1;0;0;0
11.608 980 ms;0;0;0;0;0;0
11.721 360 ms;0;0;0;0;1;0
11.722 090 ms;0;0;1;0;1;0
11.722 150 ms;1;0;1;0;1;0
11.726 330 ms;1;0;1;0;0;0
11.727 040 ms;1;0;0;0;0;0
11.727 100 ms;0;0;0;0;0;0
11.998 500 ms;0;0;0;0;1;0
11.999 230 ms;0;0;1;0;1;0
11.999 290 ms;1;0;1;0;1;0
12.003 480 ms;1;0;1;0;0;0
12.004 190 ms;1;0;0;0;0;0
12.004 250 ms;0;0;0;0;0;0
12.178 110 ms;0;0;0;0;1;0
12.178 830 ms;0;0;1;0;1;0
12.180 800 ms;0;0;1;0;0;0
12.181 510 ms;0;0;0;0;0;0
12.275 640 ms;0;0;0;0;1;0
12.276 370 ms;0;0;1;0;1;0
12.276 430 ms;1;0;1;0;1;0
12.280 600 ms;1;0;1;0;0;0
12.281 320 ms;1;0;0;0;0;0
12.281 380 ms;0;0;0;0;0;0
12.552 780 ms;0;0;0;0;1;0
12.553 500 ms;0;0;1;0;1;0
12.553 560 ms;1;0;1;0;1;0
12.557 750 ms;1;0;1;0;0;0
12.558 460 ms;1;0;0;0;0;0
12.558 520 ms;0;0;0;0;0;0
12.750 630 ms;0;0;0;0;1;0
12.751 360 ms;0;0;1;0;1;0
12.753 330 ms;0;0;1;0;0;0
12.754 040 ms;0;0;0;0;0;0
12.774 750 ms;0;0;0;0;1;0
12.775 480 ms;0;0;1;0;1;0
12.775 510 ms;0;1;1;0;1;0
12.777 720 ms;0;1;1;0;0;0
12.778 430 ms;0;1;0;0;0;0
12.778 470 ms;0;0;0;0;0;0
12.829 920 ms;0;0;0;0;1;0
12.830 650 ms;0;0;1;0;1;0
12.830 700 ms;1;0;1;0;1;0
12.834 880 ms;1;0;1;0;0;0
12.835 590 ms;1;0;0;0;0;0
12.835 650 ms;0;0;0;0;0;0
13.107 050 ms;0;0;0;0;1;0
13.107 780 ms;0;0;1;0;1;0
13.107 840 ms;1;0;1;0;1;0
13.112 030 ms;1;0;1;0;0;0
13.112 740 ms;1;0;0;0;0;0
13.112 810 ms;0;0;0;0;0;0
13.323 160 ms;0;0;0;0;1;0
13.323 890 ms;0;0;1;0;1;0
13.325 860 ms;0;0;1;0;0;0
13.326 570 ms;0;0;0;0;0;0
13.384 190 ms;0;0;0;0;1;0
13.384 920 ms;0;0;1;0;1;0
13.384 980 ms;1;0;1;0;1;0
13.389 160 ms;1;0;1;0;0;0
13.389 870 ms;1;0;0;0;0;0
13.389 920 ms;0;0;0;0;0;0
13.661 330 ms;0;0;0;0;1;0
13.662 060 ms;0;0;1;0;1;0
13.662 120 ms;1;0;1;0;1;0
13.666 300 ms;1;0;1;0;0;0
13.667 020 ms;1;0;0;0;0;0
13.667 080 ms;0;0;0;0;0;0
13.895 690 ms;0;0;0;0;1;0
13.896 420 ms;0;0;1;0;1;0
13.898 390 ms;0;0;1;0;0;0
13.899 100 ms;0;0;0;0;0;0
13.938 470 ms;0;0;0;0;1;0
13.939 200 ms;0;0;1;0;1;0
13.939 250 ms;1;0;1;0;1;0
13.943 430 ms;1;0;1;0;0;0
13.944 140 ms;1;0;0;0;0;0
13.944 200 ms;0;0;0;0;0;0
14.215 600 ms;0;0;0;0;1;0
14.216 330 ms;0;0;1;0;1;0
14.216 390 ms;1;0;1;0;1;0
14.220 580 ms;1;0;1;0;0;0
14.221 290 ms;1;0;0;0;0;0
14.221 350 ms;0;0;0;0;0;0
14.468 220 ms;0;0;0;0;1;0
14.468 950 ms;0;0;1;0;1;0
14.471 000 ms;0;0;1;0;0;0
14.471 710 ms;0;0;0;0;0;0
14.492 740 ms;0;0;0;0;1;0
14.493 470 ms;0;0;1;0;1;0
14.493 530 ms;1;0;1;0;1;0
14.500 060 ms;1;0;1;0;0;0
14.500 780 ms;1;0;0;0;0;0
14.500 840 ms;0;0;0;0;0;0
14.766 870 ms;0;0;0;0;1;0
14.767 600 ms;0;0;1;0;1;0
14.767 630 ms;0;1;1;0;1;0
14.770 470 ms;0;1;1;0;0;0
14.771 190 ms;0;1;0;0;0;0
14.771 220 ms;0;0;0;0;0;0
14.772 710 ms;0;0;0;0;1;0
14.773 430 ms;0;0;1;0;1;0
14.773 490 ms;1;0;1;0;1;0
14.780 040 ms;1;0;1;0;0;0
14.780 750 ms;1;0;0;0;0;0
14.780 810 ms;0;0;0;0;0;0
14.828 670 ms;0;0;0;0;1;0
14.829 400 ms;0;0;1;0;1;0
14.829 430 ms;0;1;1;0;1;0
14.834 750 ms;0;1;1;0;0;0
14.835 460 ms;0;1;0;0;0;0
14.835 490 ms;0;0;0;0;0;0
14.836 960 ms;0;0;0;0;1;0
14.837 690 ms;0;0;1;0;1;0
14.837 720 ms;0;1;1;0;1;0
14.851 370 ms;0;1;1;0;0;0
14.852 080 ms;0;1;0;0;0;0
14.852 120 ms;0;0;0;0;0;0
14.853 590 ms;0;0;0;0;1;0
14.854 350 ms;0;1;0;0;1;0
14.854 370 ms;1;1;0;0;1;0
15.040 520 ms;1;1;0;0;1;1
15.040 730 ms;1;1;0;0;0;1
15.041 450 ms;1;1;1;0;0;1
15.041 480 ms;1;0;1;0;0;1
15.041 510 ms;0;0;1;0;0;1
15.043 340 ms;0;0;1;0;0;0
15.043 530 ms;0;0;1;0;1;0
15.044 260 ms;0;0;0;0;1;0
15.044 280 ms;0;1;0;0;1;0
15.044 300 ms;1;1;0;0;1;0
15.046 790 ms;1;1;0;0;1;1
15.046 990 ms;1;1;0;0;0;1
15.047 720 ms;1;1;1;0;0;1
15.047 760 ms;1;0;1;0;0;1
15.052 080 ms;1;0;1;0;0;0
15.052 270 ms;1;0;1;0;1;0
15.053 000 ms;1;0;0;0;1;0
15.053 020 ms;1;1;0;0;1;0
15.145 040 ms;1;1;0;0;1;1
15.145 240 ms;1;1;0;0;0;1
15.145 970 ms;1;1;1;0;0;1
15.146 010 ms;1;0;1;0;0;1
15.146 030 ms;0;0;1;0;0;1
15.147 930 ms;0;0;1;0;0;0
15.148 120 ms;0;0;1;0;1;0
15.148 850 ms;0;0;0;0;1;0
15.148 870 ms;0;1;0;0;1;0
15.148 890 ms;1;1;0;0;1;0
15.167 700 ms;1;1;0;0;1;1
15.167 920 ms;1;1;0;0;0;1
15.168 630 ms;1;1;1;0;0;1
15.168 670 ms;1;0;1;0;0;1
15.168 690 ms;0;0;1;0;0;1
15.170 600 ms;0;0;1;0;0;0
15.170 790 ms;0;0;1;0;1;0
15.171 510 ms;0;0;0;0;1;0
15.171 530 ms;0;1;0;0;1;0
15.171 560 ms;1;1;0;0;1;0
15.224 090 ms;1;1;0;0;1;1
15.224 300 ms;1;1;0;0;0;1
15.225 020 ms;1;1;1;0;0;1
15.225 060 ms;1;0;1;0;0;1
15.225 090 ms;0;0;1;0;0;1
15.226 980 ms;0;0;1;0;0;0
15.227 180 ms;0;0;1;0;1;0
15.227 900 ms;0;0;0;0;1;0
15.227 920 ms;0;1;0;0;1;0
15.227 950 ms;1;1;0;0;1;0
15.234 900 ms;1;1;0;0;0;0
15.235 640 ms;1;0;0;0;0;0
15.235 670 ms;0;0;0;0;0;0
15.324 160 ms;0;0;0;0;1;0
15.324 880 ms;0;0;1;0;1;0
15.324 950 ms;1;0;1;0;1;0
15.329 130 ms;1;0;1;0;0;0
15.329 850 ms;1;0;0;0;0;0
15.329 900 ms;0;0;0;0;0;0
15.400 850 ms;0;0;0;0;1;0
15.401 580 ms;0;0;1;0;1;0
15.403 750 ms;0;0;1;0;0;0
15.404 460 ms;0;0;0;0;0;0
15.487 120 ms;0;0;0;0;1;0
15.487 850 ms;0;0;1;0;1;0
15.490 010 ms;0;0;1;0;0;0
15.490 720 ms;0;0;0;0;0;0
15.573 390 ms;0;0;0;0;1;0
15.574 110 ms;0;0;1;0;1;0
15.576 280 ms;0;0;1;0;0;0
15.577 000 ms;0;0;0;0;0;0
15.601 300 ms;0;0;0;0;1;0
15.602 030 ms;0;0;1;0;1;0
15.602 080 ms;1;0;1;0;1;0
15.606 260 ms;1;0;1;0;0;0
15.606 970 ms;1;0;0;0;0;0
15.607 030 ms;0;0;0;0;0;0
15.613 280 ms;0;0;0;0;1;0
15.614 010 ms;0;0;1;0;1;0
15.615 910 ms;0;0;1;0;0;0
15.616 620 ms;0;0;0;0;0;0
15.659 650 ms;0;0;0;0;1;0
15.660 380 ms;0;0;1;0;1;0
15.662 540 ms;0;0;1;0;0;0
15.663 260 ms;0;0;0;0;0;0
15.737 290 ms;0;0;0;0;1;0
15.738 020 ms;0;0;1;0;1;0
15.740 190 ms;0;0;1;0;0;0
15.740 900 ms;0;0;0;0;0;0
15.823 560 ms;0;0;0;0;1;0
15.824 290 ms;0;0;1;0;1;0
15.826 450 ms;0;0;1;0;0;0
15.827 160 ms;0;0;0;0;0;0
15.878 430 ms;0;0;0;0;1;0
15.879 160 ms;0;0;1;0;1;0
15.879 220 ms;1;0;1;0;1;0
15.883 410 ms;1;0;1;0;0;0
15.884 120 ms;1;0;0;0;0;0
15.884 180 ms;0;0;0;0;0;0
15.918 450 ms;0;0;0;0;1;0
15.919 180 ms;0;0;1;0;1;0
15.921 340 ms;0;0;1;0;0;0
15.922 060 ms;0;0;0;0;0;0
16.004 720 ms;0;0;0;0;1;0
16.005 450 ms;0;0;1;0;1;0
16.007 610 ms;0;0;1;0;0;0
16.008 330 ms;0;0;0;0;0;0
16.090 990 ms;0;0;0;0;1;0
16.091 710 ms;0;0;1;0;1;0
16.093 880 ms;0;0;1;0;0;0
16.094 590 ms;0;0;0;0;0;0
16.155 570 ms;0;0;0;0;1;0
16.156 300 ms;0;0;1;0;1;0
16.156 360 ms;1;0;1;0;1;0
16.160 530 ms;1;0;1;0;0;0
16.161 240 ms;1;0;0;0;0;0
16.161 310 ms;0;0;0;0;0;0
16.177 250 ms;0;0;0;0;1;0
16.177 980 ms;0;0;1;0;1;0
16.180 150 ms;0;0;1;0;0;0
16.180 860 ms;0;0;0;0;0;0
16.185 800 ms;0;0;0;0;1;0
16.186 540 ms;0;0;1;0;1;0
16.188 530 ms;0;0;1;0;0;0
16.189 240 ms;0;0;0;0;0;0
16.246 260 ms;0;0;0;0;1;0
16.246 990 ms;0;0;1;0;1;0
16.249 160 ms;0;0;1;0;0;0
16.249 870 ms;0;0;0;0;0;0
16.349 790 ms;0;0;0;0;1;0
16.350 520 ms;0;0;1;0;1;0
16.352 680 ms;0;0;1;0;0;0
16.353 390 ms;0;0;0;0;0;0
16.432 710 ms;0;0;0;0;1;0
16.433 440 ms;0;0;1;0;1;0
16.433 500 ms;1;0;1;0;1;0
16.437 690 ms;1;0;1;0;0;0
16.438 400 ms;1;0;0;0;0;0
16.438 460 ms;0;0;0;0;0;0
16.439 950 ms;0;0;0;0;1;0
16.440 680 ms;0;0;1;0;1;0
16.442 840 ms;0;0;1;0;0;0
16.443 550 ms;0;0;0;0;0;0
16.523 030 ms;0;0;0;0;1;0
16.523 760 ms;0;0;1;0;1;0
16.525 920 ms;0;0;1;0;0;0
16.526 630 ms;0;0;0;0;0;0
16.592 050 ms;0;0;0;0;1;0
16.592 770 ms;0;0;1;0;1;0
16.594 940 ms;0;0;1;0;0;0
16.595 650 ms;0;0;0;0;0;0
16.695 560 ms;0;0;0;0;1;0
16.696 290 ms;0;0;1;0;1;0
16.698 450 ms;0;0;1;0;0;0
16.699 170 ms;0;0;0;0;0;0
16.709 840 ms;0;0;0;0;1;0
16.710 570 ms;0;0;1;0;1;0
16.710 630 ms;1;0;1;0;1;0
16.714 810 ms;1;0;1;0;0;0
16.715 520 ms;1;0;0;0;0;0
16.715 580 ms;0;0;0;0;0;0
16.758 330 ms;0;0;0;0;1;0
16.759 060 ms;0;0;1;0;1;0
16.760 940 ms;0;0;1;0;0;0
16.761 650 ms;0;0;0;0;0;0
16.781 830 ms;0;0;0;0;1;0
16.782 560 ms;0;0;1;0;1;0
16.784 730 ms;0;0;1;0;0;0
16.785 440 ms;0;0;0;0;0;0
16.868 090 ms;0;0;0;0;1;0
16.868 820 ms;0;0;1;0;1;0
16.870 990 ms;0;0;1;0;0;0
16.871 700 ms;0;0;0;0;0;0
16.928 480 ms;0;0;0;0;1;0
16.929 210 ms;0;0;1;0;1;0
16.931 380 ms;0;0;1;0;0;0
16.932 090 ms;0;0;0;0;0;0
16.986 980 ms;0;0;0;0;1;0
16.987 710 ms;0;0;1;0;1;0
16.987 770 ms;1;0;1;0;1;0
16.991 960 ms;1;0;1;0;0;0
16.992 680 ms;1;0;0;0;0;0
16.992 730 ms;0;0;0;0;0;0
17.040 630 ms;0;0;0;0;1;0
17.041 360 ms;0;0;1;0;1;0
17.043 520 ms;0;0;1;0;0;0
17.044 230 ms;0;0;0;0;0;0
17.109 640 ms;0;0;0;0;1;0
17.110 370 ms;0;0;1;0;1;0
17.112 530 ms;0;0;1;0;0;0
17.113 250 ms;0;0;0;0;0;0
17.213 160 ms;0;0;0;0;1;0
17.213 890 ms;0;0;1;0;1;0
17.216 060 ms;0;0;1;0;0;0
17.216 770 ms;0;0;0;0;0;0
17.264 120 ms;0;0;0;0;1;0
17.264 850 ms;0;0;1;0;1;0
17.264 910 ms;1;0;1;0;1;0
17.269 080 ms;1;0;1;0;0;0
17.269 800 ms;1;0;0;0;0;0
17.269 860 ms;0;0;0;0;0;0
17.299 430 ms;0;0;0;0;1;0
17.300 160 ms;0;0;1;0;1;0
17.302 320 ms;0;0;1;0;0;0
17.303 040 ms;0;0;0;0;0;0
17.330 870 ms;0;0;0;0;1;0
17.331 590 ms;0;0;1;0;1;0
17.333 510 ms;0;0;1;0;0;0
17.334 230 ms;0;0;0;0;0;0
17.385 690 ms;0;0;0;0;1;0
17.386 420 ms;0;0;1;0;1;0
17.388 590 ms;0;0;1;0;0;0
17.389 300 ms;0;0;0;0;0;0
17.454 710 ms;0;0;0;0;1;0
17.455 440 ms;0;0;1;0;1;0
17.457 600 ms;0;0;1;0;0;0
17.458 310 ms;0;0;0;0;0;0
17.489 220 ms;0;0;0;0;1;0
17.489 950 ms;0;0;1;0;1;0
17.492 110 ms;0;0;1;0;0;0
17.492 820 ms;0;0;0;0;0;0
17.541 260 ms;0;0;0;0;1;0
17.541 990 ms;0;0;1;0;1;0
17.542 050 ms;1;0;1;0;1;0
17.546 240 ms;1;0;1;0;0;0
17.546 950 ms;1;0;0;0;0;0
17.547 010 ms;0;0;0;0;0;0
17.644 500 ms;0;0;0;0;1;0
17.645 220 ms;0;0;1;0;1;0
17.647 380 ms;0;0;1;0;0;0
17.648 100 ms;0;0;0;0;0;0
17.713 510 ms;0;0;0;0;1;0
17.714 240 ms;0;0;1;0;1;0
17.716 400 ms;0;0;1;0;0;0
17.717 120 ms;0;0;0;0;0;0
17.756 640 ms;0;0;0;0;1;0
17.757 370 ms;0;0;1;0;1;0
17.759 530 ms;0;0;1;0;0;0
17.760 240 ms;0;0;0;0;0;0
17.818 400 ms;0;0;0;0;1;0
17.819 130 ms;0;0;1;0;1;0
17.819 190 ms;1;0;1;0;1;0
17.823 360 ms;1;0;1;0;0;0
17.824 070 ms;1;0;0;0;0;0
17.824 130 ms;0;0;0;0;0;0
17.903 290 ms;0;0;0;0;1;0
17.904 020 ms;0;0;1;0;1;0
17.906 190 ms;0;0;1;0;0;0
17.906 900 ms;0;0;0;0;0;0
17.908 420 ms;0;0;0;0;1;0
17.909 150 ms;0;0;1;0;1;0
17.911 160 ms;0;0;1;0;0;0
17.911 870 ms;0;0;0;0;0;0
17.989 560 ms;0;0;0;0;1;0
17.990 290 ms;0;0;1;0;1;0
17.992 450 ms;0;0;1;0;0;0
17.993 170 ms;0;0;0;0;0;0
18.075 830 ms;0;0;0;0;1;0
18.076 560 ms;0;0;1;0;1;0
18.078 720 ms;0;0;1;0;0;0
18.079 430 ms;0;0;0;0;0;0
18.095 540 ms;0;0;0;0;1;0
18.096 270 ms;0;0;1;0;1;0
18.096 320 ms;1;0;1;0;1;0
18.100 520 ms;1;0;1;0;0;0
18.101 230 ms;1;0;0;0;0;0
18.101 290 ms;0;0;0;0;0;0
18.162 090 ms;0;0;0;0;1;0
18.162 820 ms;0;0;1;0;1;0
18.164 990 ms;0;0;1;0;0;0
18.165 700 ms;0;0;0;0;0;0
18.248 360 ms;0;0;0;0;1;0
18.249 090 ms;0;0;1;0;1;0
18.251 250 ms;0;0;1;0;0;0
18.251 960 ms;0;0;0;0;0;0
18.326 000 ms;0;0;0;0;1;0
18.326 730 ms;0;0;1;0;1;0
18.328 890 ms;0;0;1;0;0;0
18.329 600 ms;0;0;0;0;0;0
18.372 670 ms;0;0;0;0;1;0
18.373 400 ms;0;0;1;0;1;0
18.373 460 ms;1;0;1;0;1;0
18.377 640 ms;1;0;1;0;0;0
18.378 350 ms;1;0;0;0;0;0
18.378 410 ms;0;0;0;0;0;0
18.412 270 ms;0;0;0;0;1;0
18.413 000 ms;0;0;1;0;1;0
18.415 160 ms;0;0;1;0;0;0
18.415 870 ms;0;0;0;0;0;0
18.475 940 ms;0;0;0;0;1;0
18.476 670 ms;0;0;1;0;1;0
18.478 630 ms;0;0;1;0;0;0
18.479 340 ms;0;0;0;0;0;0
18.507 160 ms;0;0;0;0;1;0
18.507 890 ms;0;0;1;0;1;0
18.510 050 ms;0;0;1;0;0;0
18.510 760 ms;0;0;0;0;0;0
