Times;CH3 CH 3;CH4 CH 4;CH5 CH 5
982.307 054 ms;0;1;0
982.307 084 ms;0;0;0
982.308 564 ms;0;0;1
982.308 594 ms;0;1;1
982.321 764 ms;0;1;0
982.321 794 ms;0;0;0
982.323 274 ms;0;0;1
982.323 304 ms;0;1;1
982.324 834 ms;0;1;0
982.324 864 ms;0;0;0
982.326 354 ms;0;1;0
982.326 384 ms;1;1;0
982.538 044 ms;1;1;1
982.538 094 ms;1;0;1
982.542 574 ms;1;0;0
982.542 634 ms;0;0;0
982.618 334 ms;0;0;1
982.620 454 ms;0;0;0
982.640 274 ms;0;0;1
982.642 384 ms;0;0;0
982.676 334 ms;0;0;1
982.678 454 ms;0;0;0
982.815 214 ms;0;0;1
982.815 274 ms;1;0;1
982.819 424 ms;1;0;0
982.819 484 ms;0;0;0
982.873 214 ms;0;0;1
982.875 344 ms;0;0;0
982.959 484 ms;0;0;1
982.961 604 ms;0;0;0
983.046 704 ms;0;0;1
983.046 734 ms;0;1;1
983.046 764 ms;1;1;1
983.048 074 ms;1;1;0
983.048 104 ms;1;0;0
983.048 124 ms;0;0;0
983.048 644 ms;0;0;1
983.050 774 ms;0;0;0
983.092 354 ms;0;0;1
983.092 414 ms;1;0;1
983.096 544 ms;1;0;0
983.096 604 ms;0;0;0
983.132 014 ms;0;0;1
983.134 134 ms;0;0;0
983.218 284 ms;0;0;1
983.220 404 ms;0;0;0
983.261 414 ms;0;0;1
983.263 534 ms;0;0;0
983.369 494 ms;0;0;1
983.369 544 ms;1;0;1
983.373 694 ms;1;0;0
983.373 754 ms;0;0;0
983.390 814 ms;0;0;1
983.392 934 ms;0;0;0
983.477 084 ms;0;0;1
983.479 204 ms;0;0;0
983.563 344 ms;0;0;1
983.565 464 ms;0;0;0
983.646 634 ms;0;0;1
983.646 684 ms;1;0;1
983.650 814 ms;1;0;0
983.650 884 ms;0;0;0
983.652 364 ms;0;0;1
983.654 494 ms;0;0;0
983.718 624 ms;0;0;1
983.720 754 ms;0;0;0
983.822 144 ms;0;0;1
983.824 264 ms;0;0;0
983.845 114 ms;0;0;1
983.845 144 ms;0;1;1
983.847 304 ms;0;1;0
983.847 334 ms;0;0;0
983.908 414 ms;0;0;1
983.910 534 ms;0;0;0
983.923 764 ms;0;0;1
983.923 824 ms;1;0;1
983.927 974 ms;1;0;0
983.928 034 ms;0;0;0
983.942 144 ms;0;0;1
983.942 174 ms;0;1;1
983.943 694 ms;0;1;0
983.943 734 ms;0;0;0
983.994 674 ms;0;0;1
983.996 794 ms;0;0;0
984.063 694 ms;0;0;1
984.065 814 ms;0;0;0
984.167 204 ms;0;0;1
984.169 334 ms;0;0;0
984.200 904 ms;0;0;1
984.200 954 ms;1;0;1
984.205 094 ms;1;0;0
984.205 154 ms;0;0;0
984.253 474 ms;0;0;1
984.255 594 ms;0;0;0
984.339 744 ms;0;0;1
984.341 864 ms;0;0;0
984.391 504 ms;0;0;1
984.393 624 ms;0;0;0
984.443 264 ms;0;0;1
984.445 384 ms;0;0;0
984.478 034 ms;0;0;1
984.478 104 ms;1;0;1
984.482 244 ms;1;0;0
984.482 304 ms;0;0;0
984.581 284 ms;0;0;1
984.583 404 ms;0;0;0
984.615 794 ms;0;0;1
984.617 914 ms;0;0;0
984.755 174 ms;0;0;1
984.755 234 ms;1;0;1
984.759 364 ms;1;0;0
984.759 434 ms;0;0;0
984.771 074 ms;0;0;1
984.773 194 ms;0;0;0
984.857 334 ms;0;0;1
984.859 464 ms;0;0;0
984.926 354 ms;0;0;1
984.928 474 ms;0;0;0
985.012 614 ms;0;0;1
985.014 744 ms;0;0;0
985.032 314 ms;0;0;1
985.032 374 ms;1;0;1
985.036 524 ms;1;0;0
985.036 574 ms;0;0;0
985.048 724 ms;0;0;1
985.048 754 ms;0;1;1
985.051 074 ms;0;1;0
985.051 104 ms;0;0;0
985.116 134 ms;0;0;1
985.119 144 ms;0;1;1
985.120 664 ms;0;1;0
985.120 704 ms;0;0;0
985.142 014 ms;0;0;1
985.144 144 ms;0;0;0
985.288 664 ms;0;0;1
985.290 794 ms;0;0;0
985.309 454 ms;0;0;1
985.309 514 ms;1;0;1
985.313 644 ms;1;0;0
985.313 694 ms;0;0;0
985.374 934 ms;0;0;1
985.377 054 ms;0;0;0
985.461 204 ms;0;0;1
985.463 324 ms;0;0;0
985.547 464 ms;0;0;1
985.549 584 ms;0;0;0
985.586 584 ms;0;0;1
985.586 644 ms;1;0;1
985.590 794 ms;1;0;0
985.590 854 ms;0;0;0
985.633 734 ms;0;0;1
985.635 854 ms;0;0;0
985.719 994 ms;0;0;1
985.722 124 ms;0;0;0
985.797 634 ms;0;0;1
985.799 764 ms;0;0;0
985.863 724 ms;0;0;1
985.863 784 ms;1;0;1
985.867 914 ms;1;0;0
985.867 974 ms;0;0;0
985.875 284 ms;0;0;1
985.877 404 ms;0;0;0
985.978 794 ms;0;0;1
985.980 914 ms;0;0;0
986.065 064 ms;0;0;1
986.067 184 ms;0;0;0
986.140 864 ms;0;0;1
986.140 924 ms;1;0;1
986.145 064 ms;1;0;0
986.145 124 ms;0;0;0
986.151 324 ms;0;0;1
986.153 454 ms;0;0;0
986.237 594 ms;0;0;1
986.239 714 ms;0;0;0
986.323 864 ms;0;0;1
986.325 984 ms;0;0;0
986.410 134 ms;0;0;1
986.412 244 ms;0;0;0
986.417 994 ms;0;0;1
986.418 054 ms;1;0;1
986.422 194 ms;1;0;0
986.422 254 ms;0;0;0
986.496 394 ms;0;0;1
986.498 514 ms;0;0;0
986.582 664 ms;0;0;1
986.584 784 ms;0;0;0
986.599 914 ms;0;0;1
986.602 034 ms;0;0;0
986.610 294 ms;0;0;1
986.610 334 ms;0;1;1
986.612 494 ms;0;1;0
986.612 524 ms;0;0;0
986.695 134 ms;0;0;1
986.695 194 ms;1;0;1
986.699 344 ms;1;0;0
986.699 404 ms;0;0;0
986.737 934 ms;0;0;1
986.740 064 ms;0;0;0
986.841 464 ms;0;0;1
986.843 584 ms;0;0;0
986.927 724 ms;0;0;1
986.929 844 ms;0;0;0
986.972 274 ms;0;0;1
986.972 334 ms;1;0;1
986.978 814 ms;1;0;0
986.978 874 ms;0;0;0
987.013 994 ms;0;0;1
987.016 114 ms;0;0;0
987.031 244 ms;0;0;1
987.033 364 ms;0;0;0
987.117 504 ms;0;0;1
987.119 634 ms;0;0;0
987.229 654 ms;0;0;1
987.231 774 ms;0;0;0
987.237 624 ms;0;0;1
987.237 654 ms;0;1;1
987.240 464 ms;0;1;0
987.240 494 ms;0;0;0
987.249 414 ms;0;0;1
987.249 474 ms;1;0;1
987.255 974 ms;1;0;0
987.256 034 ms;0;0;0
987.290 044 ms;0;0;1
987.292 164 ms;0;0;0
987.298 554 ms;0;0;1
987.298 584 ms;0;1;1
987.303 864 ms;0;1;0
987.303 894 ms;0;0;0
987.305 364 ms;0;0;1
987.305 394 ms;0;1;1
987.318 574 ms;0;1;0
987.318 604 ms;0;0;0
987.320 104 ms;0;1;0
987.320 134 ms;1;1;0
987.445 294 ms;1;1;1
987.445 334 ms;1;0;1
987.445 354 ms;0;0;1
987.447 414 ms;0;0;0
987.462 544 ms;0;0;1
987.464 674 ms;0;0;0
987.526 514 ms;0;0;1
987.526 574 ms;1;0;1
987.531 044 ms;1;0;0
987.531 104 ms;0;0;0
987.609 194 ms;0;0;1
987.611 324 ms;0;0;0
987.704 094 ms;0;0;1
987.706 214 ms;0;0;0
987.725 004 ms;0;0;1
987.727 124 ms;0;0;0
987.803 684 ms;0;0;1
987.803 744 ms;1;0;1
987.807 884 ms;1;0;0
987.807 944 ms;0;0;0
987.876 654 ms;0;0;1
987.878 774 ms;0;0;0
987.962 914 ms;0;0;1
987.965 044 ms;0;0;0
988.049 184 ms;0;0;1
988.051 304 ms;0;0;0
988.075 064 ms;0;0;1
988.077 184 ms;0;0;0
988.080 824 ms;0;0;1
988.080 884 ms;1;0;1
988.085 014 ms;1;0;0
988.085 074 ms;0;0;0
988.221 724 ms;0;0;1
988.223 834 ms;0;0;0
988.307 984 ms;0;0;1
988.310 104 ms;0;0;0
988.357 954 ms;0;0;1
988.358 014 ms;1;0;1
988.362 164 ms;1;0;0
988.362 224 ms;0;0;0
988.394 254 ms;0;0;1
988.396 374 ms;0;0;0
988.480 514 ms;0;0;1
988.482 644 ms;0;0;0
988.566 784 ms;0;0;1
988.568 904 ms;0;0;0
988.635 094 ms;0;0;1
988.635 154 ms;1;0;1
988.639 284 ms;1;0;0
988.639 344 ms;0;0;0
988.653 054 ms;0;0;1
988.655 164 ms;0;0;0
988.696 184 ms;0;0;1
988.698 304 ms;0;0;0
988.825 584 ms;0;0;1
988.827 704 ms;0;0;0
988.912 204 ms;0;0;1
988.912 264 ms;1;0;1
988.916 414 ms;1;0;0
988.916 474 ms;0;0;0
988.917 624 ms;0;0;1
988.919 754 ms;0;0;0
988.991 354 ms;0;0;1
988.993 484 ms;0;0;0
989.077 624 ms;0;0;1
989.079 744 ms;0;0;0
989.172 514 ms;0;0;1
989.174 634 ms;0;0;0
989.189 374 ms;0;0;1
989.189 424 ms;1;0;1
989.193 554 ms;1;0;0
989.193 624 ms;0;0;0
989.250 154 ms;0;0;1
989.252 274 ms;0;0;0
989.345 044 ms;0;0;1
989.347 164 ms;0;0;0
989.422 684 ms;0;0;1
989.424 814 ms;0;0;0
989.466 504 ms;0;0;1
989.466 564 ms;1;0;1
989.470 714 ms;1;0;0
989.470 774 ms;0;0;0
989.517 584 ms;0;0;1
989.519 704 ms;0;0;0
989.603 844 ms;0;0;1
989.605 964 ms;0;0;0
989.681 484 ms;0;0;1
989.683 604 ms;0;0;0
989.743 644 ms;0;0;1
989.743 704 ms;1;0;1
989.747 834 ms;1;0;0
989.747 894 ms;0;0;0
989.759 124 ms;0;0;1
989.761 244 ms;0;0;0
989.862 644 ms;0;0;1
989.864 774 ms;0;0;0
989.940 284 ms;0;0;1
989.942 404 ms;0;0;0
990.020 784 ms;0;0;1
990.020 834 ms;1;0;1
990.024 984 ms;1;0;0
990.025 044 ms;0;0;0
990.035 174 ms;0;0;1
990.037 304 ms;0;0;0
990.121 444 ms;0;0;1
990.123 564 ms;0;0;0
990.207 714 ms;0;0;1
990.209 824 ms;0;0;0
990.293 974 ms;0;0;1
990.296 104 ms;0;0;0
990.297 914 ms;0;0;1
990.297 974 ms;1;0;1
990.302 104 ms;1;0;0
990.302 164 ms;0;0;0
990.380 244 ms;0;0;1
990.382 364 ms;0;0;0
990.466 504 ms;0;0;1
990.468 634 ms;0;0;0
990.552 774 ms;0;0;1
990.554 894 ms;0;0;0
990.575 054 ms;0;0;1
990.575 114 ms;1;0;1
990.579 264 ms;1;0;0
990.579 324 ms;0;0;0
990.639 044 ms;0;0;1
990.641 164 ms;0;0;0
990.725 304 ms;0;0;1
990.727 434 ms;0;0;0
990.811 574 ms;0;0;1
990.813 694 ms;0;0;0
990.852 194 ms;0;0;1
990.852 244 ms;1;0;1
990.856 384 ms;1;0;0
990.856 444 ms;0;0;0
990.897 834 ms;0;0;1
990.899 964 ms;0;0;0
990.984 104 ms;0;0;1
990.986 224 ms;0;0;0
991.070 374 ms;0;0;1
991.072 494 ms;0;0;0
991.129 334 ms;0;0;1
991.129 384 ms;1;0;1
991.133 534 ms;1;0;0
991.133 594 ms;0;0;0
991.156 634 ms;0;0;1
991.158 534 ms;0;0;0
991.406 464 ms;0;0;1
991.406 524 ms;1;0;1
991.410 654 ms;1;0;0
991.410 724 ms;0;0;0
991.683 604 ms;0;0;1
991.683 664 ms;1;0;1
991.687 814 ms;1;0;0
991.687 874 ms;0;0;0
991.960 734 ms;0;0;1
991.960 794 ms;1;0;1
991.967 284 ms;1;0;0
991.967 344 ms;0;0;0
992.237 224 ms;0;0;1
992.237 254 ms;0;1;1
992.240 054 ms;0;1;0
992.240 084 ms;0;0;0
992.241 574 ms;0;0;1
992.241 634 ms;1;0;1
992.248 144 ms;1;0;0
992.248 204 ms;0;0;0
992.298 104 ms;0;0;1
992.298 134 ms;0;1;1
992.303 414 ms;0;1;0
992.303 444 ms;0;0;0
992.304 924 ms;0;0;1
992.304 944 ms;0;1;1
992.318 124 ms;0;1;0
992.318 154 ms;0;0;0
992.319 664 ms;0;1;0
992.319 684 ms;1;1;0
992.514 984 ms;1;1;1
992.515 024 ms;1;0;1
992.519 504 ms;1;0;0
992.519 564 ms;0;0;0
992.612 564 ms;0;0;1
992.614 684 ms;0;0;0
992.634 504 ms;0;0;1
992.636 624 ms;0;0;0
992.704 674 ms;0;0;1
992.706 794 ms;0;0;0
992.792 154 ms;0;0;1
992.792 214 ms;1;0;1
992.796 354 ms;1;0;0
992.796 414 ms;0;0;0
992.867 444 ms;0;0;1
992.869 574 ms;0;0;0
992.953 714 ms;0;0;1
992.955 834 ms;0;0;0
993.039 984 ms;0;0;1
993.042 104 ms;0;0;0
993.069 294 ms;0;0;1
993.069 344 ms;1;0;1
993.073 484 ms;1;0;0
993.073 544 ms;0;0;0
993.126 244 ms;0;0;1
993.128 364 ms;0;0;0
993.212 514 ms;0;0;1
993.214 634 ms;0;0;0
993.255 644 ms;0;0;1
993.257 764 ms;0;0;0
993.346 424 ms;0;0;1
993.346 484 ms;1;0;1
993.350 634 ms;1;0;0
993.350 694 ms;0;0;0
993.385 044 ms;0;0;1
993.387 164 ms;0;0;0
993.471 314 ms;0;0;1
993.473 434 ms;0;0;0
993.557 574 ms;0;0;1
993.559 694 ms;0;0;0
993.623 564 ms;0;0;1
993.623 624 ms;1;0;1
993.627 754 ms;1;0;0
993.627 814 ms;0;0;0
993.643 844 ms;0;0;1
993.645 964 ms;0;0;0
993.712 854 ms;0;0;1
993.714 984 ms;0;0;0
993.816 374 ms;0;0;1
993.818 504 ms;0;0;0
993.900 694 ms;0;0;1
993.900 764 ms;1;0;1
993.904 904 ms;1;0;0
993.904 964 ms;0;0;0
993.906 454 ms;0;0;1
993.908 574 ms;0;0;0
993.988 914 ms;0;0;1
993.991 034 ms;0;0;0
994.057 924 ms;0;0;1
994.060 044 ms;0;0;0
994.161 444 ms;0;0;1
994.163 564 ms;0;0;0
994.177 844 ms;0;0;1
994.177 894 ms;1;0;1
994.182 034 ms;1;0;0
994.182 094 ms;0;0;0
994.247 704 ms;0;0;1
994.249 834 ms;0;0;0
994.333 974 ms;0;0;1
994.336 094 ms;0;0;0
994.394 364 ms;0;0;1
994.396 474 ms;0;0;0
994.454 974 ms;0;0;1
994.455 034 ms;1;0;1
994.459 174 ms;1;0;0
994.459 234 ms;0;0;0
994.506 504 ms;0;0;1
994.508 624 ms;0;0;0
994.575 524 ms;0;0;1
994.577 644 ms;0;0;0
994.679 034 ms;0;0;1
994.681 164 ms;0;0;0
994.732 114 ms;0;0;1
994.732 174 ms;1;0;1
994.736 304 ms;1;0;0
994.736 364 ms;0;0;0
994.765 304 ms;0;0;1
994.767 424 ms;0;0;0
994.851 564 ms;0;0;1
994.853 694 ms;0;0;0
994.920 584 ms;0;0;1
994.922 704 ms;0;0;0
994.955 094 ms;0;0;1
994.957 204 ms;0;0;0
995.009 244 ms;0;0;1
995.009 304 ms;1;0;1
995.013 454 ms;1;0;0
995.013 514 ms;0;0;0
995.101 744 ms;0;0;1
995.103 864 ms;0;0;0
995.196 634 ms;0;0;1
995.198 754 ms;0;0;0
995.222 514 ms;0;0;1
995.224 634 ms;0;0;0
995.286 384 ms;0;0;1
995.286 444 ms;1;0;1
995.290 574 ms;1;0;0
995.290 634 ms;0;0;0
995.369 164 ms;0;0;1
995.371 284 ms;0;0;0
995.455 434 ms;0;0;1
995.457 554 ms;0;0;0
995.541 694 ms;0;0;1
995.543 814 ms;0;0;0
995.563 524 ms;0;0;1
995.563 584 ms;1;0;1
995.567 734 ms;1;0;0
995.567 794 ms;0;0;0
995.627 964 ms;0;0;1
995.630 084 ms;0;0;0
995.714 234 ms;0;0;1
995.716 354 ms;0;0;0
995.800 504 ms;0;0;1
995.802 624 ms;0;0;0
995.840 654 ms;0;0;1
995.840 714 ms;1;0;1
995.844 844 ms;1;0;0
995.844 914 ms;0;0;0
995.846 404 ms;0;0;1
995.848 514 ms;0;0;0
995.973 034 ms;0;0;1
995.975 154 ms;0;0;0
996.059 294 ms;0;0;1
996.061 424 ms;0;0;0
996.117 794 ms;0;0;1
996.117 854 ms;1;0;1
996.122 004 ms;1;0;0
996.122 064 ms;0;0;0
996.145 564 ms;0;0;1
996.147 684 ms;0;0;0
996.231 824 ms;0;0;1
996.233 954 ms;0;0;0
996.318 094 ms;0;0;1
996.320 214 ms;0;0;0
996.394 934 ms;0;0;1
996.394 994 ms;1;0;1
996.399 124 ms;1;0;0
996.399 184 ms;0;0;0
996.404 354 ms;0;0;1
996.406 484 ms;0;0;0
996.490 624 ms;0;0;1
996.492 744 ms;0;0;0
996.542 384 ms;0;0;1
996.544 504 ms;0;0;0
996.628 654 ms;0;0;1
996.630 774 ms;0;0;0
996.672 074 ms;0;0;1
996.672 134 ms;1;0;1
996.676 274 ms;1;0;0
996.676 334 ms;0;0;0
996.749 424 ms;0;0;1
996.751 544 ms;0;0;0
996.818 434 ms;0;0;1
996.820 564 ms;0;0;0
996.921 954 ms;0;0;1
996.924 074 ms;0;0;0
996.949 204 ms;0;0;1
996.949 264 ms;1;0;1
996.955 754 ms;1;0;0
996.955 814 ms;0;0;0
997.008 224 ms;0;0;1
997.010 344 ms;0;0;0
997.077 234 ms;0;0;1
997.079 354 ms;0;0;0
997.180 754 ms;0;0;1
997.182 874 ms;0;0;0
997.226 344 ms;0;0;1
997.226 404 ms;1;0;1
997.232 904 ms;1;0;0
997.232 964 ms;0;0;0
997.236 844 ms;0;0;1
997.236 874 ms;0;1;1
997.239 674 ms;0;1;0
997.239 704 ms;0;0;0
997.258 394 ms;0;0;1
997.260 514 ms;0;0;0
997.297 654 ms;0;0;1
997.297 684 ms;0;1;1
997.302 964 ms;0;1;0
997.302 994 ms;0;0;0
997.304 474 ms;0;0;1
997.304 504 ms;0;1;1
997.318 394 ms;0;1;0
997.318 424 ms;0;0;0
997.319 924 ms;0;1;0
997.319 954 ms;1;1;0
997.336 004 ms;1;1;1
997.336 044 ms;1;0;1
997.336 064 ms;0;0;1
997.338 124 ms;0;0;0
997.415 734 ms;0;0;1
997.415 764 ms;0;1;1
997.415 784 ms;1;1;1
997.417 704 ms;1;1;0
997.417 734 ms;1;0;0
997.417 764 ms;0;0;0
997.439 524 ms;0;0;1
997.441 644 ms;0;0;0
997.503 454 ms;0;0;1
997.503 514 ms;1;0;1
997.507 974 ms;1;0;0
997.508 034 ms;0;0;0
997.517 164 ms;0;0;1
997.519 284 ms;0;0;0
997.594 804 ms;0;0;1
997.596 924 ms;0;0;0
997.702 224 ms;0;0;1
997.704 344 ms;0;0;0
997.767 364 ms;0;0;1
997.769 484 ms;0;0;0
997.780 624 ms;0;0;1
997.780 674 ms;1;0;1
997.784 824 ms;1;0;0
997.784 884 ms;0;0;0
997.845 004 ms;0;0;1
997.847 124 ms;0;0;0
997.939 904 ms;0;0;1
997.942 014 ms;0;0;0
998.026 164 ms;0;0;1
998.028 284 ms;0;0;0
998.057 754 ms;0;0;1
998.057 814 ms;1;0;1
998.061 954 ms;1;0;0
998.062 004 ms;0;0;0
998.112 434 ms;0;0;1
998.114 554 ms;0;0;0
998.198 694 ms;0;0;1
998.200 824 ms;0;0;0
998.284 964 ms;0;0;1
998.287 084 ms;0;0;0
998.328 094 ms;0;0;1
998.330 224 ms;0;0;0
998.334 894 ms;0;0;1
998.334 954 ms;1;0;1
998.339 104 ms;1;0;0
998.339 164 ms;0;0;0
998.474 744 ms;0;0;1
998.476 864 ms;0;0;0
998.524 734 ms;0;0;1
998.524 764 ms;0;1;1
998.524 794 ms;1;1;1
998.526 744 ms;1;1;0
998.526 774 ms;1;0;0
998.526 794 ms;0;0;0
998.561 014 ms;0;0;1
998.563 134 ms;0;0;0
998.612 034 ms;0;0;1
998.612 084 ms;1;0;1
998.616 224 ms;1;0;0
998.616 284 ms;0;0;0
998.647 274 ms;0;0;1
998.649 404 ms;0;0;0
998.733 544 ms;0;0;1
998.735 664 ms;0;0;0
998.811 184 ms;0;0;1
998.813 304 ms;0;0;0
998.880 194 ms;0;0;1
998.882 324 ms;0;0;0
998.889 174 ms;0;0;1
998.889 234 ms;1;0;1
998.893 374 ms;1;0;0
998.893 434 ms;0;0;0
998.957 844 ms;0;0;1
998.959 964 ms;0;0;0
999.061 354 ms;0;0;1
999.063 484 ms;0;0;0
999.164 874 ms;0;0;1
999.166 334 ms;1;0;1
999.170 474 ms;1;0;0
999.170 534 ms;0;0;0
999.253 014 ms;0;0;1
999.255 134 ms;0;0;0
999.339 284 ms;0;0;1
999.341 404 ms;0;0;0
999.425 544 ms;0;0;1
999.427 674 ms;0;0;0
999.443 444 ms;0;0;1
999.443 494 ms;1;0;1
999.447 644 ms;1;0;0
999.447 704 ms;0;0;0
999.511 814 ms;0;0;1
999.513 934 ms;0;0;0
999.598 074 ms;0;0;1
999.600 204 ms;0;0;0
999.684 344 ms;0;0;1
999.686 464 ms;0;0;0
999.720 584 ms;0;0;1
999.720 644 ms;1;0;1
999.724 774 ms;1;0;0
999.724 834 ms;0;0;0
999.770 614 ms;0;0;1
999.772 734 ms;0;0;0
999.856 874 ms;0;0;1
999.859 004 ms;0;0;0
999.943 144 ms;0;0;1
999.945 264 ms;0;0;0
999.997 714 ms;0;0;1
999.997 774 ms;1;0;1
1.000 000 014 s;1;1;1
1.000 000 064 s;0;1;1
1.000 001 554 s;0;1;0
1.000 001 584 s;0;0;0
1.000 016 654 s;0;0;1
1.000 016 684 s;0;1;1
1.000 016 704 s;1;1;1
1.000 018 664 s;1;1;0
1.000 018 694 s;1;0;0
1.000 018 714 s;0;0;0
1.000 029 404 s;0;0;1
1.000 031 534 s;0;0;0
1.000 107 044 s;0;0;1
1.000 109 174 s;0;0;0
1.000 201 944 s;0;0;1
1.000 204 064 s;0;0;0
1.000 253 704 s;0;0;1
1.000 255 824 s;0;0;0
1.000 274 854 s;0;0;1
1.000 274 914 s;1;0;1
1.000 279 044 s;1;0;0
1.000 279 104 s;0;0;0
1.000 374 474 s;0;0;1
1.000 376 594 s;0;0;0
1.000 460 744 s;0;0;1
1.000 462 854 s;0;0;0
1.000 529 754 s;0;0;1
1.000 531 874 s;0;0;0
1.000 551 984 s;0;0;1
1.000 552 044 s;1;0;1
1.000 556 194 s;1;0;0
1.000 556 254 s;0;0;0
1.000 624 644 s;0;0;1
1.000 626 764 s;0;0;0
1.000 710 914 s;0;0;1
1.000 713 034 s;0;0;0
1.000 805 804 s;0;0;1
1.000 807 924 s;0;0;0
1.000 829 124 s;0;0;1
1.000 829 184 s;1;0;1
1.000 833 324 s;1;0;0
1.000 833 384 s;0;0;0
1.000 892 074 s;0;0;1
1.000 894 194 s;0;0;0
1.000 978 334 s;0;0;1
1.000 980 464 s;0;0;0
1.001 064 604 s;0;0;1
1.001 066 724 s;0;0;0
1.001 106 264 s;0;0;1
1.001 106 324 s;1;0;1
1.001 110 474 s;1;0;0
1.001 110 534 s;0;0;0
1.001 133 614 s;0;0;1
1.001 135 734 s;0;0;0
1.001 237 134 s;0;0;1
1.001 239 254 s;0;0;0
1.001 323 404 s;0;0;1
1.001 325 524 s;0;0;0
1.001 383 404 s;0;0;1
1.001 383 464 s;1;0;1
1.001 387 594 s;1;0;0
1.001 387 654 s;0;0;0
1.001 409 664 s;0;0;1
1.001 411 794 s;0;0;0
1.001 481 534 s;0;0;1
1.001 481 564 s;0;1;1
1.001 483 724 s;0;1;0
1.001 483 754 s;0;0;0
1.001 495 934 s;0;0;1
1.001 498 054 s;0;0;0
1.001 551 964 s;0;0;1
1.001 551 994 s;0;1;1
1.001 553 534 s;0;1;0
1.001 553 564 s;0;0;0
1.001 556 104 s;0;0;1
1.001 556 134 s;0;1;1
1.001 556 154 s;1;1;1
1.001 558 114 s;1;1;0
1.001 558 134 s;1;0;0
1.001 558 164 s;0;0;0
1.001 582 194 s;0;0;1
1.001 584 324 s;0;0;0
1.001 660 514 s;0;0;1
1.001 660 564 s;1;0;1
1.001 664 714 s;1;0;0
1.001 664 774 s;0;0;0
1.001 665 634 s;0;0;1
1.001 667 764 s;0;0;0
1.001 720 224 s;0;0;1
1.001 722 344 s;0;0;0
1.001 832 374 s;0;0;1
1.001 834 494 s;0;0;0
1.001 927 264 s;0;0;1
1.001 929 384 s;0;0;0
1.001 937 674 s;0;0;1
1.001 937 734 s;1;0;1
1.001 944 224 s;1;0;0
1.001 944 284 s;0;0;0
1.001 996 274 s;0;0;1
1.001 998 404 s;0;0;0
1.002 099 794 s;0;0;1
1.002 101 914 s;0;0;0
1.002 177 434 s;0;0;1
1.002 179 554 s;0;0;0
1.002 214 814 s;0;0;1
1.002 214 874 s;1;0;1
1.002 221 374 s;1;0;0
1.002 221 434 s;0;0;0
1.002 236 464 s;0;0;1
1.002 236 494 s;0;1;1
1.002 239 304 s;0;1;0
1.002 239 334 s;0;0;0
1.002 272 324 s;0;0;1
1.002 274 454 s;0;0;0
1.002 297 214 s;0;0;1
1.002 297 244 s;0;1;1
1.002 302 514 s;0;1;0
1.002 302 544 s;0;0;0
1.002 304 014 s;0;0;1
1.002 304 044 s;0;1;1
1.002 317 224 s;0;1;0
1.002 317 254 s;0;0;0
1.002 318 764 s;0;1;0
1.002 318 784 s;1;1;0
1.002 358 564 s;1;1;1
1.002 358 604 s;1;0;1
1.002 358 624 s;0;0;1
1.002 360 684 s;0;0;0
1.002 393 074 s;0;0;1
1.002 395 194 s;0;0;0
1.002 491 924 s;0;0;1
1.002 491 974 s;1;0;1
1.002 496 444 s;1;0;0
1.002 496 504 s;0;0;0
1.002 497 994 s;0;0;1
1.002 500 114 s;0;0;0
1.002 622 404 s;0;0;1
1.002 624 524 s;0;0;0
1.002 676 724 s;0;0;1
1.002 678 844 s;0;0;0
1.002 769 084 s;0;0;1
1.002 769 144 s;1;0;1
1.002 773 294 s;1;0;0
1.002 773 354 s;0;0;0
1.002 791 024 s;0;0;1
1.002 793 154 s;0;0;0
1.002 877 294 s;0;0;1
1.002 879 414 s;0;0;0
1.002 963 554 s;0;0;1
1.002 965 684 s;0;0;0
1.003 041 194 s;0;0;1
1.003 043 324 s;0;0;0
1.003 044 454 s;0;0;1
1.003 044 484 s;0;1;1
1.003 044 504 s;1;1;1
1.003 045 814 s;1;1;0
1.003 045 844 s;1;0;0
1.003 045 874 s;0;0;0
1.003 047 334 s;0;0;1
1.003 047 394 s;1;0;1
1.003 051 534 s;1;0;0
1.003 051 594 s;0;0;0
1.003 057 224 s;0;0;1
1.003 057 254 s;0;1;1
1.003 059 414 s;0;1;0
1.003 059 444 s;0;0;0
1.003 127 644 s;0;0;1
1.003 127 684 s;0;1;1
1.003 129 214 s;0;1;0
1.003 129 244 s;0;0;0
1.003 136 094 s;0;0;1
1.003 138 214 s;0;0;0
1.003 222 354 s;0;0;1
1.003 224 474 s;0;0;0
1.003 308 624 s;0;0;1
1.003 310 744 s;0;0;0
1.003 323 364 s;0;0;1
1.003 323 424 s;1;0;1
1.003 327 564 s;1;0;0
1.003 327 634 s;0;0;0
1.003 394 884 s;0;0;1
1.003 397 014 s;0;0;0
1.003 481 154 s;0;0;1
1.003 483 274 s;0;0;0
1.003 567 414 s;0;0;1
1.003 569 544 s;0;0;0
1.003 600 494 s;0;0;1
1.003 600 554 s;1;0;1
1.003 604 694 s;1;0;0
1.003 604 744 s;0;0;0
1.003 653 684 s;0;0;1
1.003 655 804 s;0;0;0
1.003 670 944 s;0;0;1
1.003 673 064 s;0;0;0
1.003 757 204 s;0;0;1
1.003 759 334 s;0;0;0
1.003 877 634 s;0;0;1
1.003 877 694 s;1;0;1
1.003 881 844 s;1;0;0
1.003 881 894 s;0;0;0
